prefix	input_text	target_text
multilabel classification	me nur fit swear o but i sha pay na una way be streets no gree pay always buying wire	negative
multilabel classification	as we don enter the season of 𝐋𝐎𝐕𝐄 ️ multichoice don slash the price of its dstv decoders from n to 𝐍𝟗𝟗𝟎𝟎 na great tori as we know say covid bin affect many people financially now wey e dey affordable everybody go fit dey watch football ️	positive
multilabel classification	we don waka be dat chaiiii	negative
multilabel classification	sir pikin nor dey do giveaway for e oga now	positive
multilabel classification	youll be proud of me too if you know where im coming from and to anybody wey dey doubt me i swear to make sure you never forget about me burna boy	positive
multilabel classification	whr our juju people so una no fit do jazz make we win no to dey kill people upndown una sabi	negative
multilabel classification	leave airtel abeg dem dey try for me	positive
multilabel classification	i go drag iphone because he no know who be world president iphone use screen land for ground shout chii dey help me beg as we dey na so i go wake up	negative
multilabel classification	amen able rep btw na mfm you dey worship	positive
multilabel classification	pele oo goan take panadol extra but you know say everybody get e own kind of packaging wey dey work for am wella‍️	positive
multilabel classification	so we are almost done with how much did you save abi i should mind my business me sef wey dey tweet like this need money die	negative
multilabel classification	wetin we go do na if money no dey we sha go laugh	positive
multilabel classification	biko pick it jare carry your cake make we go settle our bills trolley full ehn bhet e sha no fit pass k lailai so ayam covered thank you shoprite for low prices getting to the cashier naso i meet those fine girls o shey i wee na pay for them laikdis ni	positive
multilabel classification	please na i fit manage for bq make i fit dey chop free bq	positive
multilabel classification	forget i dey write i just finished this one and going through it again looks so not me my brain whispers ikpa where you copy this document from and i responded e choke you you still dey breet	positive
multilabel classification	all these got noise e don do abeg	negative
multilabel classification	i just dey smile anyhow omo e no matter if you be the best o just dey do that thing wey you love to do dey go everything go soft las las	positive
multilabel classification	this degree na to save lifebut e be like say e wan take my own life	negative
multilabel classification	aswearrugawd i just dey hear am you be pitakwa geh na so na una get all these pidgin proverbs but i like as she talk am based on or	positive
multilabel classification	good morning baba abeg this days lockdown dey fear me as i dey look my account na only days i go fit survive abeg help your boy	negative
